regiao,estado,municipio,revenda,cnpj,endereco,rua,complemento,bairro,cep,produto,data,valor_venda,valor_compra,unidade_medida,bandeira
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO LYON LTDA," 01.436.949/0001-00",AVENIDA PADRE ARLINDO VIEIRA,2769,,PQ BRISTOL,04166-003,GASOLINA ADITIVADA,07/12/2023,5.3,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO LYON LTDA," 01.436.949/0001-00",AVENIDA PADRE ARLINDO VIEIRA,2769,,PQ BRISTOL,04166-003,GASOLINA,07/12/2023,4.8,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO ROYALE EIRELI," 00.370.927/0001-13",RUA JOAO TIBIRICA,705,,ALTO DA LAPA,05077-000,ETANOL,07/12/2023,3.9,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO ROYALE EIRELI," 00.370.927/0001-13",RUA JOAO TIBIRICA,705,,ALTO DA LAPA,05077-000,GASOLINA ADITIVADA,07/12/2023,5.2,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO ROYALE EIRELI," 00.370.927/0001-13",RUA JOAO TIBIRICA,705,,ALTO DA LAPA,05077-000,GASOLINA,07/12/2023,4.9,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,J L C COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA," 03.801.429/0001-76",AVENIDA AGENOR COUTO DE MAGALHAES,1021,1031,PIRITUBA,05174-000,ETANOL,09/12/2023,3.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,J L C COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA," 03.801.429/0001-76",AVENIDA AGENOR COUTO DE MAGALHAES,1021,1031,PIRITUBA,05174-000,GASOLINA ADITIVADA,09/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,J L C COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA," 03.801.429/0001-76",AVENIDA AGENOR COUTO DE MAGALHAES,1021,1031,PIRITUBA,05174-000,GASOLINA,09/12/2023,4.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DUMONT LTDA," 00.029.804/0001-13",AVENIDA DR. GUILHERME DUMONT VILARES,1151,,VILA SUZANA,05640-000,ETANOL,07/12/2023,3.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DUMONT LTDA," 00.029.804/0001-13",AVENIDA DR. GUILHERME DUMONT VILARES,1151,,VILA SUZANA,05640-000,GASOLINA ADITIVADA,07/12/2023,5.3,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DUMONT LTDA," 00.029.804/0001-13",AVENIDA DR. GUILHERME DUMONT VILARES,1151,,VILA SUZANA,05640-000,GASOLINA,07/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO SANTA CLARA DE ASSIS LTDA," 00.144.051/0001-97",RUA RAIMUNDO DA CUNHA MATOS,51,,VL MORRO GRANDE,02809-120,ETANOL,07/12/2023,3.7,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO SANTA CLARA DE ASSIS LTDA," 00.144.051/0001-97",RUA RAIMUNDO DA CUNHA MATOS,51,,VL MORRO GRANDE,02809-120,GASOLINA ADITIVADA,07/12/2023,4.9,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO SANTA CLARA DE ASSIS LTDA," 00.144.051/0001-97",RUA RAIMUNDO DA CUNHA MATOS,51,,VL MORRO GRANDE,02809-120,GASOLINA,07/12/2023,4.7,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CARMEL COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA," 02.685.034/0001-92",AVENIDA VEREADOR JOSE DINIZ,1122,,ALTO DA BOA VISTA,04604-001,ETANOL,07/12/2023,3.9,,R$ / litro,BRANCA
SE,SP,SAO PAULO,CARMEL COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA," 02.685.034/0001-92",AVENIDA VEREADOR JOSE DINIZ,1122,,ALTO DA BOA VISTA,04604-001,GASOLINA ADITIVADA,07/12/2023,5.1,,R$ / litro,BRANCA
SE,SP,SAO PAULO,CARMEL COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA," 02.685.034/0001-92",AVENIDA VEREADOR JOSE DINIZ,1122,,ALTO DA BOA VISTA,04604-001,GASOLINA,07/12/2023,5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO DOCARMO LTDA," 00.017.674/0001-07",AVENIDA AFONSO SAMPAIO E SOUSA,1428,,JD NS DO CARMO,08270-000,ETANOL,09/12/2023,4,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO DOCARMO LTDA," 00.017.674/0001-07",AVENIDA AFONSO SAMPAIO E SOUSA,1428,,JD NS DO CARMO,08270-000,GASOLINA ADITIVADA,09/12/2023,5.4,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO DOCARMO LTDA," 00.017.674/0001-07",AVENIDA AFONSO SAMPAIO E SOUSA,1428,,JD NS DO CARMO,08270-000,GASOLINA,09/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO CARTAGENA LTDA," 01.647.849/0001-14",RUA GENERAL CHAGAS SANTOS,961,,SAÚDE,04146-051,ETANOL,07/12/2023,3.5,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO CARTAGENA LTDA," 01.647.849/0001-14",RUA GENERAL CHAGAS SANTOS,961,,SAÚDE,04146-051,GASOLINA ADITIVADA,07/12/2023,5,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO CARTAGENA LTDA," 01.647.849/0001-14",RUA GENERAL CHAGAS SANTOS,961,,SAÚDE,04146-051,GASOLINA,07/12/2023,4.6,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO TAQUARAL BORBA GATO LTDA," 03.115.815/0001-04",AVENIDA ADOLFO PINHEIRO,2518,,SANTO AMARO,04734-004,ETANOL,07/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO TAQUARAL BORBA GATO LTDA," 03.115.815/0001-04",AVENIDA ADOLFO PINHEIRO,2518,,SANTO AMARO,04734-004,GASOLINA ADITIVADA,07/12/2023,4.8,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO TAQUARAL BORBA GATO LTDA," 03.115.815/0001-04",AVENIDA ADOLFO PINHEIRO,2518,,SANTO AMARO,04734-004,GASOLINA,07/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO N.G. LTDA," 03.596.197/0001-61",AVENIDA ALBERTO BIYNGTON,1452,,VILA MARIA,01270-001,ETANOL,07/12/2023,3.6,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO N.G. LTDA," 03.596.197/0001-61",AVENIDA ALBERTO BIYNGTON,1452,,VILA MARIA,01270-001,GASOLINA ADITIVADA,07/12/2023,5.3,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO N.G. LTDA," 03.596.197/0001-61",AVENIDA ALBERTO BIYNGTON,1452,,VILA MARIA,01270-001,GASOLINA,07/12/2023,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO CIDADE VARGAS LTDA," 00.170.487/0001-50",RUA NELSON FERNANDES,382,,PRQ JABAQUARA,04319-000,ETANOL,07/12/2023,3.7,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO CIDADE VARGAS LTDA," 00.170.487/0001-50",RUA NELSON FERNANDES,382,,PRQ JABAQUARA,04319-000,GASOLINA ADITIVADA,07/12/2023,5.2,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO CIDADE VARGAS LTDA," 00.170.487/0001-50",RUA NELSON FERNANDES,382,,PRQ JABAQUARA,04319-000,GASOLINA,07/12/2023,4.8,,R$ / litro,BRANCA
SE,SP,SAO PAULO,MILENA ELOISA VILLAVERDE POSTO DE COMBUSTIVEIS- EIRELI," 00.017.512/0001-60",AVENIDA ONZE DE JUNHO,1519,,VILA CLEMENTINO,04041-054,ETANOL,07/12/2023,3.5,,R$ / litro,TOTALENERGIES
SE,SP,SAO PAULO,MILENA ELOISA VILLAVERDE POSTO DE COMBUSTIVEIS- EIRELI," 00.017.512/0001-60",AVENIDA ONZE DE JUNHO,1519,,VILA CLEMENTINO,04041-054,GASOLINA ADITIVADA,07/12/2023,5,,R$ / litro,TOTALENERGIES
SE,SP,SAO PAULO,MILENA ELOISA VILLAVERDE POSTO DE COMBUSTIVEIS- EIRELI," 00.017.512/0001-60",AVENIDA ONZE DE JUNHO,1519,,VILA CLEMENTINO,04041-054,GASOLINA,07/12/2023,4.9,,R$ / litro,TOTALENERGIES
SE,SP,SAO PAULO,AUTO POSTO ÁGUIA FORTE LTDA," 02.635.047/0001-57",RUA GENERAL PORFÍRIO DA PAZ,19,,JARDIM GRIMALDI,03918-000,GASOLINA ADITIVADA,07/12/2023,5.6,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO ÁGUIA FORTE LTDA," 02.635.047/0001-57",RUA GENERAL PORFÍRIO DA PAZ,19,,JARDIM GRIMALDI,03918-000,GASOLINA,07/12/2023,5.2,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO ÁGUIA FORTE LTDA," 02.635.047/0001-57",RUA GENERAL PORFÍRIO DA PAZ,19,,JARDIM GRIMALDI,03918-000,ETANOL,07/12/2023,4.2,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO TUIM LTDA.," 05.311.696/0001-90",AVENIDA BENJAMIM PEREIRA,60,,VILA MAZZEI,02274-000,ETANOL,07/12/2023,3.5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO TUIM LTDA.," 05.311.696/0001-90",AVENIDA BENJAMIM PEREIRA,60,,VILA MAZZEI,02274-000,GASOLINA ADITIVADA,07/12/2023,5.2,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO TUIM LTDA.," 05.311.696/0001-90",AVENIDA BENJAMIM PEREIRA,60,,VILA MAZZEI,02274-000,GASOLINA,07/12/2023,4.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO K2 LTDA," 05.125.644/0001-20",AVENIDA CORIFEU DE AZEVEDO MARQUES,3480,,VILA PIRAJUSSARA,05340-000,ETANOL,07/12/2023,4.2,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO K2 LTDA," 05.125.644/0001-20",AVENIDA CORIFEU DE AZEVEDO MARQUES,3480,,VILA PIRAJUSSARA,05340-000,GASOLINA ADITIVADA,07/12/2023,5.5,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO K2 LTDA," 05.125.644/0001-20",AVENIDA CORIFEU DE AZEVEDO MARQUES,3480,,VILA PIRAJUSSARA,05340-000,GASOLINA,07/12/2023,5.2,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO LUTAIF LTDA," 02.909.291/0001-60",AVENIDA LUIZ DUMONT VILLARES,1159,,SANTANA,02085-000,ETANOL,07/12/2023,3.7,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO LUTAIF LTDA," 02.909.291/0001-60",AVENIDA LUIZ DUMONT VILLARES,1159,,SANTANA,02085-000,GASOLINA ADITIVADA,07/12/2023,5,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO LUTAIF LTDA," 02.909.291/0001-60",AVENIDA LUIZ DUMONT VILLARES,1159,,SANTANA,02085-000,GASOLINA,07/12/2023,4.7,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PALACETE DAS AGUIAS LTDA," 04.298.168/0001-86",AVENIDA WASHINGTON LUIZ,4604,,JARDIM AEROPORTO,04626-000,ETANOL,07/12/2023,3.6,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PALACETE DAS AGUIAS LTDA," 04.298.168/0001-86",AVENIDA WASHINGTON LUIZ,4604,,JARDIM AEROPORTO,04626-000,GASOLINA ADITIVADA,07/12/2023,4.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PALACETE DAS AGUIAS LTDA," 04.298.168/0001-86",AVENIDA WASHINGTON LUIZ,4604,,JARDIM AEROPORTO,04626-000,GASOLINA,07/12/2023,4.7,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,SKY AUTO POSTO LTDA," 02.117.250/0001-31",RUA ESTADOS UNIDOS,1776,,JD PAULISTA,01427-002,ETANOL,07/12/2023,5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,SKY AUTO POSTO LTDA," 02.117.250/0001-31",RUA ESTADOS UNIDOS,1776,,JD PAULISTA,01427-002,GASOLINA ADITIVADA,07/12/2023,6.8,,R$ / litro,BRANCA
SE,SP,SAO PAULO,SKY AUTO POSTO LTDA," 02.117.250/0001-31",RUA ESTADOS UNIDOS,1776,,JD PAULISTA,01427-002,GASOLINA,07/12/2023,6.5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO MISTRAL LTDA.," 04.937.358/0001-04",AVENIDA PROFESSOR ALFONSO BOVERO,703,,SUMARE,05019-011,ETANOL,09/12/2023,3.7,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO MISTRAL LTDA.," 04.937.358/0001-04",AVENIDA PROFESSOR ALFONSO BOVERO,703,,SUMARE,05019-011,GASOLINA ADITIVADA,09/12/2023,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO MISTRAL LTDA.," 04.937.358/0001-04",AVENIDA PROFESSOR ALFONSO BOVERO,703,,SUMARE,05019-011,GASOLINA,09/12/2023,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO BENETS LTDA," 04.503.528/0001-34",AVENIDA PROFESSOR FRANCISCO MORATO,860,,BUTANTA,05512-000,ETANOL,07/12/2023,3.6,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO BENETS LTDA," 04.503.528/0001-34",AVENIDA PROFESSOR FRANCISCO MORATO,860,,BUTANTA,05512-000,GASOLINA ADITIVADA,07/12/2023,5.5,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO BENETS LTDA," 04.503.528/0001-34",AVENIDA PROFESSOR FRANCISCO MORATO,860,,BUTANTA,05512-000,GASOLINA,07/12/2023,5,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO DRI LTDA," 02.981.308/0001-90",AVENIDA SAPOPEMBA,15938,,JARDIM VALQUIRIA,03989-000,ETANOL,07/12/2023,3.4,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO DRI LTDA," 02.981.308/0001-90",AVENIDA SAPOPEMBA,15938,,JARDIM VALQUIRIA,03989-000,GASOLINA,07/12/2023,4.3,,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PORTAL DO JARAGUA LTDA," 01.714.816/0001-40",AVENIDA RAIMUNDO P DE MAGALHAES,11860,,JD PIRITUBA,02938-000,ETANOL,09/12/2023,3.8,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PORTAL DO JARAGUA LTDA," 01.714.816/0001-40",AVENIDA RAIMUNDO P DE MAGALHAES,11860,,JD PIRITUBA,02938-000,GASOLINA ADITIVADA,09/12/2023,5,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PORTAL DO JARAGUA LTDA," 01.714.816/0001-40",AVENIDA RAIMUNDO P DE MAGALHAES,11860,,JD PIRITUBA,02938-000,GASOLINA,09/12/2023,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO CAETANO DO SUL,AUTO POSTO SANTA VITORIA LTDA," 00.831.201/0001-30",RUA DOS CRISTAIS,59,,VL PROSPERIDADE,09550-740,ETANOL,09/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,SAO CAETANO DO SUL,AUTO POSTO SANTA VITORIA LTDA," 00.831.201/0001-30",RUA DOS CRISTAIS,59,,VL PROSPERIDADE,09550-740,GASOLINA ADITIVADA,09/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,SAO CAETANO DO SUL,AUTO POSTO SANTA VITORIA LTDA," 00.831.201/0001-30",RUA DOS CRISTAIS,59,,VL PROSPERIDADE,09550-740,GASOLINA,09/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,GOLF AUTO POSTO LTDA," 05.402.156/0001-12",AVENIDA LINS DE VASCONCELOS,494,,CAMBUCI,01537-000,ETANOL,07/12/2023,3.9,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,GOLF AUTO POSTO LTDA," 05.402.156/0001-12",AVENIDA LINS DE VASCONCELOS,494,,CAMBUCI,01537-000,GASOLINA ADITIVADA,07/12/2023,5.1,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,GOLF AUTO POSTO LTDA," 05.402.156/0001-12",AVENIDA LINS DE VASCONCELOS,494,,CAMBUCI,01537-000,GASOLINA,07/12/2023,5,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO INVICTO LTDA.," 05.137.295/0001-66",AVENIDA HEITOR PENTEADOR,285,,PERDIZES,05437-000,ETANOL,07/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO INVICTO LTDA.," 05.137.295/0001-66",AVENIDA HEITOR PENTEADOR,285,,PERDIZES,05437-000,GASOLINA ADITIVADA,07/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO INVICTO LTDA.," 05.137.295/0001-66",AVENIDA HEITOR PENTEADOR,285,,PERDIZES,05437-000,GASOLINA,07/12/2023,4.6,,R$ / litro,BRANCA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DANIRAFA LTDA.," 05.119.174/0001-91",RUA PROF. MARIA JOSE BARONE FERNANDES,11,,VILA MARIA,02117-020,ETANOL,07/12/2023,4,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DANIRAFA LTDA.," 05.119.174/0001-91",RUA PROF. MARIA JOSE BARONE FERNANDES,11,,VILA MARIA,02117-020,GASOLINA ADITIVADA,07/12/2023,6,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO DANIRAFA LTDA.," 05.119.174/0001-91",RUA PROF. MARIA JOSE BARONE FERNANDES,11,,VILA MARIA,02117-020,GASOLINA,07/12/2023,4.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO SAO RAFAEL LTDA," 04.954.441/0001-83",RUA ORVILLE DERBY,284,,MOOCA,03112-030,ETANOL,07/12/2023,4.3,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO SAO RAFAEL LTDA," 04.954.441/0001-83",RUA ORVILLE DERBY,284,,MOOCA,03112-030,GASOLINA ADITIVADA,07/12/2023,6,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO SAO RAFAEL LTDA," 04.954.441/0001-83",RUA ORVILLE DERBY,284,,MOOCA,03112-030,GASOLINA,07/12/2023,5.6,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO PERDIZES LTDA.," 04.937.370/0001-00",AVENIDA HEITOR PENTEADO,2172,,SUMARÉ,05438-200,ETANOL,07/12/2023,3.6,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO PERDIZES LTDA.," 04.937.370/0001-00",AVENIDA HEITOR PENTEADO,2172,,SUMARÉ,05438-200,GASOLINA ADITIVADA,07/12/2023,4.8,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO PERDIZES LTDA.," 04.937.370/0001-00",AVENIDA HEITOR PENTEADO,2172,,SUMARÉ,05438-200,GASOLINA,07/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO STATUS DO MORUMBI LTDA," 04.934.878/0001-55"," MARECHAL HASTINFILO DE MOURA",335,,VILA SUZANA,05641-000,ETANOL,07/12/2023,3.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO STATUS DO MORUMBI LTDA," 04.934.878/0001-55"," MARECHAL HASTINFILO DE MOURA",335,,VILA SUZANA,05641-000,GASOLINA ADITIVADA,07/12/2023,5.3,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO STATUS DO MORUMBI LTDA," 04.934.878/0001-55"," MARECHAL HASTINFILO DE MOURA",335,,VILA SUZANA,05641-000,GASOLINA,07/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PORTAL DA CANTAREIRA LTDA.," 04.879.630/0001-39",AVENIDA LUIZ DUMONT VILLARES,2245,,PARADA INGLESA,02239-000,ETANOL,07/12/2023,3.6,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PORTAL DA CANTAREIRA LTDA.," 04.879.630/0001-39",AVENIDA LUIZ DUMONT VILLARES,2245,,PARADA INGLESA,02239-000,GASOLINA ADITIVADA,07/12/2023,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,CENTRO AUTOMOTIVO PORTAL DA CANTAREIRA LTDA.," 04.879.630/0001-39",AVENIDA LUIZ DUMONT VILLARES,2245,,PARADA INGLESA,02239-000,GASOLINA,07/12/2023,4.6,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO RANGER LTDA.," 04.876.385/0001-06",AVENIDA PROFESSOR FRANCISCO MORATO,3061,,VILA SONIA,05513-400,ETANOL,07/12/2023,3.4,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO RANGER LTDA.," 04.876.385/0001-06",AVENIDA PROFESSOR FRANCISCO MORATO,3061,,VILA SONIA,05513-400,GASOLINA ADITIVADA,07/12/2023,4.8,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO RANGER LTDA.," 04.876.385/0001-06",AVENIDA PROFESSOR FRANCISCO MORATO,3061,,VILA SONIA,05513-400,GASOLINA,07/12/2023,4.4,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO DUQUE CITY LTDA," 04.765.173/0001-51",RUA ELISA DE MORAES MENDES,781,,ALTO DE PINHEIROS,05449-001,ETANOL,09/12/2023,4.7,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO DUQUE CITY LTDA," 04.765.173/0001-51",RUA ELISA DE MORAES MENDES,781,,ALTO DE PINHEIROS,05449-001,GASOLINA ADITIVADA,09/12/2023,6.6,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,AUTO POSTO DUQUE CITY LTDA," 04.765.173/0001-51",RUA ELISA DE MORAES MENDES,781,,ALTO DE PINHEIROS,05449-001,GASOLINA,09/12/2023,6.2,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO PAULO,POSTO DE SERVICOS MACSONE LTDA.," 04.710.951/0001-05",AVENIDA DOUTOR JOSE ARTUR DA NOVA,"1,176",,SAO MIGUEL PAULISTA,08090-000,ETANOL,07/12/2023,3.7,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,POSTO DE SERVICOS MACSONE LTDA.," 04.710.951/0001-05",AVENIDA DOUTOR JOSE ARTUR DA NOVA,"1,176",,SAO MIGUEL PAULISTA,08090-000,GASOLINA ADITIVADA,07/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,POSTO DE SERVICOS MACSONE LTDA.," 04.710.951/0001-05",AVENIDA DOUTOR JOSE ARTUR DA NOVA,"1,176",,SAO MIGUEL PAULISTA,08090-000,GASOLINA,07/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,MARIA AMELIA AUTO POSTO LTDA," 04.404.938/0001-28",AVENIDA PROFESSOR EDGARD SANTOS,600,,JARDIM MARINA,03560-080,ETANOL,09/12/2023,3.7,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,MARIA AMELIA AUTO POSTO LTDA," 04.404.938/0001-28",AVENIDA PROFESSOR EDGARD SANTOS,600,,JARDIM MARINA,03560-080,GASOLINA ADITIVADA,09/12/2023,5.1,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,MARIA AMELIA AUTO POSTO LTDA," 04.404.938/0001-28",AVENIDA PROFESSOR EDGARD SANTOS,600,,JARDIM MARINA,03560-080,GASOLINA,09/12/2023,4.9,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO VIA BRESSER LTDA," 04.347.903/0001-02",RUA VINTE E UM DE ABRIL,900,,BELENZINHO,03047-000,ETANOL,08/12/2023,3.4,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO VIA BRESSER LTDA," 04.347.903/0001-02",RUA VINTE E UM DE ABRIL,900,,BELENZINHO,03047-000,GASOLINA,08/12/2023,4.4,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO CENTER SEREIA LTDA," 04.293.415/0001-51",AVENIDA JOSE DA NOBREGA BOTELHO,28,245,VILA ZELINA,03226-010,ETANOL,07/12/2023,3.8,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO CENTER SEREIA LTDA," 04.293.415/0001-51",AVENIDA JOSE DA NOBREGA BOTELHO,28,245,VILA ZELINA,03226-010,GASOLINA ADITIVADA,07/12/2023,5.2,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO CENTER SEREIA LTDA," 04.293.415/0001-51",AVENIDA JOSE DA NOBREGA BOTELHO,28,245,VILA ZELINA,03226-010,GASOLINA,07/12/2023,4.8,,R$ / litro,RAIZEN
SE,SP,SAO PAULO,AUTO POSTO AMMA LTDA," 03.968.113/0001-73",AVENIDA PARADA PINTO,2425,,VL NOVA CACHOEIRINHA,02611-001,ETANOL,07/12/2023,3.8,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO AMMA LTDA," 03.968.113/0001-73",AVENIDA PARADA PINTO,2425,,VL NOVA CACHOEIRINHA,02611-001,GASOLINA ADITIVADA,07/12/2023,5.1,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO AMMA LTDA," 03.968.113/0001-73",AVENIDA PARADA PINTO,2425,,VL NOVA CACHOEIRINHA,02611-001,GASOLINA,07/12/2023,5,,R$ / litro,BRANCA
SE,SP,SAO PAULO,AUTO POSTO SERRA JOA LTDA.," 03.923.889/0001-77",RUA CECILIA CALOVINI,406,,PIRITUBA,02976-000,ETANOL,09/12/2023,3.6,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO SERRA JOA LTDA.," 03.923.889/0001-77",RUA CECILIA CALOVINI,406,,PIRITUBA,02976-000,GASOLINA ADITIVADA,09/12/2023,4.7,,R$ / litro,IPIRANGA
SE,SP,SAO PAULO,AUTO POSTO SERRA JOA LTDA.," 03.923.889/0001-77",RUA CECILIA CALOVINI,406,,PIRITUBA,02976-000,GASOLINA,09/12/2023,4.7,,R$ / litro,IPIRANGA
