regiao,estado,municipio,revenda,cnpj,endereco,rua,complemento,bairro,cep,produto,data,valor_venda,valor_compra,unidade_medida,bandeira
SE,SP,MARILIA,AMIGÃO AUTO POSTO JK LTDA," 03.652.730/0001-65",RUA THOMAZ ALCALDE,744,,PALMITAL,17511-680,ETANOL,07/12/2022,4,,R$ / litro,ALESAT
SE,SP,MARILIA,AMIGÃO AUTO POSTO JK LTDA," 03.652.730/0001-65",RUA THOMAZ ALCALDE,744,,PALMITAL,17511-680,GASOLINA ADITIVADA,07/12/2022,6,,R$ / litro,ALESAT
SE,SP,MARILIA,AMIGÃO AUTO POSTO JK LTDA," 03.652.730/0001-65",RUA THOMAZ ALCALDE,744,,PALMITAL,17511-680,GASOLINA,07/12/2022,5,,R$ / litro,ALESAT
SE,SP,MARILIA,POSTO CORONEL DE MARÍLIA LTDA," 03.594.939/0001-10",RUA CORONEL JOSÉ BRAZ,401,,BELA VISTA,17501-570,ETANOL,07/12/2022,3.6,,R$ / litro,IPIRANGA
SE,SP,MARILIA,POSTO CORONEL DE MARÍLIA LTDA," 03.594.939/0001-10",RUA CORONEL JOSÉ BRAZ,401,,BELA VISTA,17501-570,GASOLINA,07/12/2022,5,,R$ / litro,IPIRANGA
SE,SP,MARILIA,ESKINAO III AUTO POSTO DE SERVICOS LTDA," 03.529.999/0001-59",AVENIDA SAMPAIO VIDAL,2491,A,JARDIM CONTINENTAL,17524-061,ETANOL,07/12/2022,3.5,,R$ / litro,BRANCA
SE,SP,MARILIA,ESKINAO III AUTO POSTO DE SERVICOS LTDA," 03.529.999/0001-59",AVENIDA SAMPAIO VIDAL,2491,A,JARDIM CONTINENTAL,17524-061,GASOLINA,07/12/2022,4.6,,R$ / litro,BRANCA
SE,SP,MARILIA,AUTO POSTO MILENIO LTDA," 02.910.415/0001-28",RUA CORONEL GALDINO DE ALMEIDA,6,,CENTRO,17500-100,ETANOL,07/12/2022,3.6,,R$ / litro,IPIRANGA
SE,SP,MARILIA,AUTO POSTO MILENIO LTDA," 02.910.415/0001-28",RUA CORONEL GALDINO DE ALMEIDA,6,,CENTRO,17500-100,GASOLINA,07/12/2022,4.8,,R$ / litro,IPIRANGA
SE,SP,MARILIA,REDE LK DE POSTOS LTDA," 01.820.806/0010-80",RUA SAO LUIZ,1417,,ALTO CAFEZAL,17500-002,ETANOL,07/12/2022,3.6,,R$ / litro,RAIZEN
SE,SP,MARILIA,REDE LK DE POSTOS LTDA," 01.820.806/0010-80",RUA SAO LUIZ,1417,,ALTO CAFEZAL,17500-002,GASOLINA ADITIVADA,07/12/2022,5.2,,R$ / litro,RAIZEN
SE,SP,MARILIA,REDE LK DE POSTOS LTDA," 01.820.806/0010-80",RUA SAO LUIZ,1417,,ALTO CAFEZAL,17500-002,GASOLINA,07/12/2022,5,,R$ / litro,RAIZEN
SE,SP,MATAO,AUTO POSTO ALAMEDA MATAO LTDA," 07.429.993/0001-60",RUA RUI BARBOSA,1606,,VILA SANTA CRUZ,15990-330,ETANOL,05/12/2022,3.9,,R$ / litro,RAIZEN
SE,SP,MATAO,AUTO POSTO ALAMEDA MATAO LTDA," 07.429.993/0001-60",RUA RUI BARBOSA,1606,,VILA SANTA CRUZ,15990-330,GASOLINA,05/12/2022,5,,R$ / litro,RAIZEN
SE,SP,MATAO,POSTO DE SERVICOS PEIXOTO EIRELI," 00.590.171/0001-18",AVENIDA SAO PAULO,433,,JARDIM DO BOSQUE,15997-106,ETANOL,05/12/2022,3.9,,R$ / litro,BRANCA
SE,SP,MATAO,POSTO DE SERVICOS PEIXOTO EIRELI," 00.590.171/0001-18",AVENIDA SAO PAULO,433,,JARDIM DO BOSQUE,15997-106,GASOLINA ADITIVADA,05/12/2022,5,,R$ / litro,BRANCA
SE,SP,MATAO,POSTO DE SERVICOS PEIXOTO EIRELI," 00.590.171/0001-18",AVENIDA SAO PAULO,433,,JARDIM DO BOSQUE,15997-106,GASOLINA,05/12/2022,5,,R$ / litro,BRANCA
SE,SP,MATAO,AUTO POSTO PRIMAVERA LTDA," 52.314.473/0001-67",AVENIDA SIQUEIRA CAMPOS,410,,CENTRO,15990-150,ETANOL,05/12/2022,4,,R$ / litro,IPIRANGA
SE,SP,MATAO,AUTO POSTO PRIMAVERA LTDA," 52.314.473/0001-67",AVENIDA SIQUEIRA CAMPOS,410,,CENTRO,15990-150,GASOLINA ADITIVADA,05/12/2022,5.1,,R$ / litro,IPIRANGA
SE,SP,MATAO,AUTO POSTO PRIMAVERA LTDA," 52.314.473/0001-67",AVENIDA SIQUEIRA CAMPOS,410,,CENTRO,15990-150,GASOLINA,05/12/2022,5,,R$ / litro,IPIRANGA
SE,SP,MATAO,AUTO POSTO RESIDENCIAL BENASSI LTDA," 03.419.315/0001-66",AVENIDA ALBERTO BENASSI,2169,,NOVA MATAO,15990-585,ETANOL,05/12/2022,4,,R$ / litro,IPIRANGA
SE,SP,MATAO,AUTO POSTO RESIDENCIAL BENASSI LTDA," 03.419.315/0001-66",AVENIDA ALBERTO BENASSI,2169,,NOVA MATAO,15990-585,GASOLINA ADITIVADA,05/12/2022,5.1,,R$ / litro,IPIRANGA
SE,SP,MATAO,AUTO POSTO RESIDENCIAL BENASSI LTDA," 03.419.315/0001-66",AVENIDA ALBERTO BENASSI,2169,,NOVA MATAO,15990-585,GASOLINA,05/12/2022,5,,R$ / litro,IPIRANGA
SE,SP,MIRASSOL,AUTO POSTO MAMIAN LTDA.," 08.441.444/0001-74",AVENIDA ENGENHEIRO NEWTON FLÁVIO SILVA PINTO,26-45,,RESIDENCIAL CELINA DALUL,15130-000,ETANOL,07/12/2022,3.6,,R$ / litro,IPIRANGA
SE,SP,MIRASSOL,AUTO POSTO MAMIAN LTDA.," 08.441.444/0001-74",AVENIDA ENGENHEIRO NEWTON FLÁVIO SILVA PINTO,26-45,,RESIDENCIAL CELINA DALUL,15130-000,GASOLINA,07/12/2022,4.9,,R$ / litro,IPIRANGA
SE,SP,MIRASSOL,POSTO ITAMARATI STAR ONE LTDA.," 05.764.281/0001-72",RUA FREI GIL MARIA,3630,,JARDIM ALVORADA,15130-000,ETANOL,07/12/2022,3.6,,R$ / litro,VIBRA ENERGIA
SE,SP,MIRASSOL,POSTO ITAMARATI STAR ONE LTDA.," 05.764.281/0001-72",RUA FREI GIL MARIA,3630,,JARDIM ALVORADA,15130-000,GASOLINA ADITIVADA,07/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,MIRASSOL,POSTO ITAMARATI STAR ONE LTDA.," 05.764.281/0001-72",RUA FREI GIL MARIA,3630,,JARDIM ALVORADA,15130-000,GASOLINA,07/12/2022,4.9,,R$ / litro,VIBRA ENERGIA
SE,SP,MIRASSOL,COCENZO CIA LTDA," 59.964.296/0001-03",RODOVIA RODOVIA WASHINGTON LUIS - SUL,S/N,KM    KM 446   480 METROS,PERIMETRO URBANO,15135-759,ETANOL,07/12/2022,3.6,,R$ / litro,BRANCA
SE,SP,MIRASSOL,COCENZO CIA LTDA," 59.964.296/0001-03",RODOVIA RODOVIA WASHINGTON LUIS - SUL,S/N,KM    KM 446   480 METROS,PERIMETRO URBANO,15135-759,GASOLINA ADITIVADA,07/12/2022,5,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,AUTO POSTO GUACU BRASIL LTDA," 09.429.269/0001-62",AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES,1925,,JARDIM NOSSA SENHORA DAS GRACAS,13845-350,ETANOL,08/12/2022,3.7,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,AUTO POSTO GUACU BRASIL LTDA," 09.429.269/0001-62",AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES,1925,,JARDIM NOSSA SENHORA DAS GRACAS,13845-350,GASOLINA ADITIVADA,08/12/2022,4.8,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,AUTO POSTO GUACU BRASIL LTDA," 09.429.269/0001-62",AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES,1925,,JARDIM NOSSA SENHORA DAS GRACAS,13845-350,GASOLINA,08/12/2022,4.7,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,AUTO POSTO D.B.MOGI LTDA.," 05.773.587/0001-95",AVENIDA JAPÃO,2299,,ALTO DO IPIRANGA,08730-330,ETANOL,05/12/2022,3.9,,R$ / litro,IPIRANGA
SE,SP,MOGI DAS CRUZES,AUTO POSTO D.B.MOGI LTDA.," 05.773.587/0001-95",AVENIDA JAPÃO,2299,,ALTO DO IPIRANGA,08730-330,GASOLINA ADITIVADA,05/12/2022,5.3,,R$ / litro,IPIRANGA
SE,SP,MOGI DAS CRUZES,AUTO POSTO D.B.MOGI LTDA.," 05.773.587/0001-95",AVENIDA JAPÃO,2299,,ALTO DO IPIRANGA,08730-330,GASOLINA,05/12/2022,5,,R$ / litro,IPIRANGA
SE,SP,MOGI DAS CRUZES,POSTO MOMENTO QUALITY LTDA," 03.993.397/0001-58",AVENIDA HENRIQUE PERES,1901,,BRAZ CUBAS,08735-400,ETANOL,05/12/2022,3.9,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,POSTO MOMENTO QUALITY LTDA," 03.993.397/0001-58",AVENIDA HENRIQUE PERES,1901,,BRAZ CUBAS,08735-400,GASOLINA ADITIVADA,05/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,POSTO MOMENTO QUALITY LTDA," 03.993.397/0001-58",AVENIDA HENRIQUE PERES,1901,,BRAZ CUBAS,08735-400,GASOLINA,05/12/2022,4.9,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,AUTO POSTO IMIGRANTE LTDA," 01.319.079/0001-80",AVENIDA FERNANDO COSTA,30,,CENTRO,08735-000,GASOLINA ADITIVADA,05/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,AUTO POSTO IMIGRANTE LTDA," 01.319.079/0001-80",AVENIDA FERNANDO COSTA,30,,CENTRO,08735-000,GASOLINA,05/12/2022,4.9,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,GRAN MOGI AUTO POSTO LTDA - ME," 05.201.707/0001-80",RUA HAMILTON SILVA COSTA,203,,CENTRO,08773-150,ETANOL,05/12/2022,3.7,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,GRAN MOGI AUTO POSTO LTDA - ME," 05.201.707/0001-80",RUA HAMILTON SILVA COSTA,203,,CENTRO,08773-150,GASOLINA ADITIVADA,05/12/2022,4.8,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,GRAN MOGI AUTO POSTO LTDA - ME," 05.201.707/0001-80",RUA HAMILTON SILVA COSTA,203,,CENTRO,08773-150,GASOLINA,05/12/2022,4.7,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,AUTO POSTO SAO MATEUS LTDA," 04.472.142/0001-02",AVENIDA JAPAO,250,,ALTO DO IPIRANGA,08730-330,ETANOL,05/12/2022,3.3,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,AUTO POSTO SAO MATEUS LTDA," 04.472.142/0001-02",AVENIDA JAPAO,250,,ALTO DO IPIRANGA,08730-330,GASOLINA,05/12/2022,4.4,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,AUTO POSTO JOAO XXIII - II LTDA," 03.096.968/0001-51",AVENIDA JOSE MELONI,1280,A,VILA MOGILAR,08773-120,ETANOL,05/12/2022,3.9,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,AUTO POSTO JOAO XXIII - II LTDA," 03.096.968/0001-51",AVENIDA JOSE MELONI,1280,A,VILA MOGILAR,08773-120,GASOLINA ADITIVADA,05/12/2022,5.3,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,AUTO POSTO JOAO XXIII - II LTDA," 03.096.968/0001-51",AVENIDA JOSE MELONI,1280,A,VILA MOGILAR,08773-120,GASOLINA,05/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI DAS CRUZES,AUTO POSTO TITANS LTDA," 02.599.842/0001-37",RUA FREDERICO R. JAEGHER,27,,VL. BERNADOTTI,08735-620,ETANOL,05/12/2022,3.8,,R$ / litro,IPIRANGA
SE,SP,MOGI DAS CRUZES,AUTO POSTO TITANS LTDA," 02.599.842/0001-37",RUA FREDERICO R. JAEGHER,27,,VL. BERNADOTTI,08735-620,GASOLINA,05/12/2022,4.9,,R$ / litro,IPIRANGA
SE,SP,MOGI DAS CRUZES,AUTO POSTO MOGIANO LTDA," 02.518.746/0001-17",AVENIDA PREF. HENRIQUE PEREZ,1100,,JD UNIVERSO,08735-400,ETANOL,05/12/2022,3.7,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,AUTO POSTO MOGIANO LTDA," 02.518.746/0001-17",AVENIDA PREF. HENRIQUE PEREZ,1100,,JD UNIVERSO,08735-400,GASOLINA,05/12/2022,4.7,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,POSTO BRASIL DE MOGI LTDA," 00.446.817/0001-98",AVENIDA BRASIL,46,,MOGIN MODERNO,08717-260,ETANOL,05/12/2022,3.8,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,POSTO BRASIL DE MOGI LTDA," 00.446.817/0001-98",AVENIDA BRASIL,46,,MOGIN MODERNO,08717-260,GASOLINA ADITIVADA,05/12/2022,4.8,,R$ / litro,BRANCA
SE,SP,MOGI DAS CRUZES,POSTO BRASIL DE MOGI LTDA," 00.446.817/0001-98",AVENIDA BRASIL,46,,MOGIN MODERNO,08717-260,GASOLINA,05/12/2022,4.8,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,COMÉRCIO DE COMBUSTÍVEIS STAR PETRO LTDA.," 07.888.963/0001-12",RUA PAULA BUENO,2643,,JARDIM SAMIRA,13841-010,ETANOL,08/12/2022,3.9,,R$ / litro,IPIRANGA
SE,SP,MOGI GUACU,COMÉRCIO DE COMBUSTÍVEIS STAR PETRO LTDA.," 07.888.963/0001-12",RUA PAULA BUENO,2643,,JARDIM SAMIRA,13841-010,GASOLINA ADITIVADA,08/12/2022,5.3,,R$ / litro,IPIRANGA
SE,SP,MOGI GUACU,COMÉRCIO DE COMBUSTÍVEIS STAR PETRO LTDA.," 07.888.963/0001-12",RUA PAULA BUENO,2643,,JARDIM SAMIRA,13841-010,GASOLINA,08/12/2022,5.1,,R$ / litro,IPIRANGA
SE,SP,MOGI GUACU,AUTO POSTO VILA PARAISO LTDA," 06.989.915/0001-58",AVENIDA TRABALHADORES,400,,VILA PARAISO,13843-000,ETANOL,08/12/2022,3.9,,R$ / litro,ALESAT
SE,SP,MOGI GUACU,AUTO POSTO VILA PARAISO LTDA," 06.989.915/0001-58",AVENIDA TRABALHADORES,400,,VILA PARAISO,13843-000,GASOLINA ADITIVADA,08/12/2022,5,,R$ / litro,ALESAT
SE,SP,MOGI GUACU,AUTO POSTO VILA PARAISO LTDA," 06.989.915/0001-58",AVENIDA TRABALHADORES,400,,VILA PARAISO,13843-000,GASOLINA,08/12/2022,4.9,,R$ / litro,ALESAT
SE,SP,MOGI GUACU,HELP AUTO POSTO LTDA.," 64.179.542/0001-56",AVENIDA PREF LUIZ G.A.CAMPOS,13,,CENTRO,13847-176,ETANOL,08/12/2022,3.9,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,HELP AUTO POSTO LTDA.," 64.179.542/0001-56",AVENIDA PREF LUIZ G.A.CAMPOS,13,,CENTRO,13847-176,GASOLINA ADITIVADA,08/12/2022,5.1,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,HELP AUTO POSTO LTDA.," 64.179.542/0001-56",AVENIDA PREF LUIZ G.A.CAMPOS,13,,CENTRO,13847-176,GASOLINA,08/12/2022,5,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,AUTO POSTO PARQUE CIDADE NOVA LTDA," 55.509.384/0001-64",AVENIDA BANDEIRANTES,1135,,PARQUE CIDADE NOVA,13846-010,ETANOL,08/12/2022,4,,R$ / litro,RAIZEN
SE,SP,MOGI GUACU,AUTO POSTO PARQUE CIDADE NOVA LTDA," 55.509.384/0001-64",AVENIDA BANDEIRANTES,1135,,PARQUE CIDADE NOVA,13846-010,GASOLINA ADITIVADA,08/12/2022,5.3,,R$ / litro,RAIZEN
SE,SP,MOGI GUACU,AUTO POSTO PARQUE CIDADE NOVA LTDA," 55.509.384/0001-64",AVENIDA BANDEIRANTES,1135,,PARQUE CIDADE NOVA,13846-010,GASOLINA,08/12/2022,5.1,,R$ / litro,RAIZEN
SE,SP,MOGI GUACU,COMERCIAL GUACU DE PRODUTOS DE PETROLEO LTDA," 44.765.741/0001-39",AVENIDA WALDEMAR ARMANI,300,,JD. GUACU MIRIM,13844-450,ETANOL,08/12/2022,4,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI GUACU,COMERCIAL GUACU DE PRODUTOS DE PETROLEO LTDA," 44.765.741/0001-39",AVENIDA WALDEMAR ARMANI,300,,JD. GUACU MIRIM,13844-450,GASOLINA ADITIVADA,08/12/2022,5.2,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI GUACU,COMERCIAL GUACU DE PRODUTOS DE PETROLEO LTDA," 44.765.741/0001-39",AVENIDA WALDEMAR ARMANI,300,,JD. GUACU MIRIM,13844-450,GASOLINA,08/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,MOGI GUACU,AUTO POSTO KERUBINS LTDA," 04.144.579/0001-17",AVENIDA CLARA LANZI BUENO,9,ESQ C/ RUA LINDOIA,VILA LEILA,13847-192,ETANOL,08/12/2022,4.2,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,AUTO POSTO KERUBINS LTDA," 04.144.579/0001-17",AVENIDA CLARA LANZI BUENO,9,ESQ C/ RUA LINDOIA,VILA LEILA,13847-192,GASOLINA ADITIVADA,08/12/2022,5.2,,R$ / litro,BRANCA
SE,SP,MOGI GUACU,AUTO POSTO KERUBINS LTDA," 04.144.579/0001-17",AVENIDA CLARA LANZI BUENO,9,ESQ C/ RUA LINDOIA,VILA LEILA,13847-192,GASOLINA,08/12/2022,5.2,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO RVM MAX LTDA," 07.822.477/0001-00","RODOVIA SP 340  , KM  159,9",S/N,,MARIA BEATRIZ,13803-070,ETANOL,08/12/2022,3.9,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO RVM MAX LTDA," 07.822.477/0001-00","RODOVIA SP 340  , KM  159,9",S/N,,MARIA BEATRIZ,13803-070,GASOLINA ADITIVADA,08/12/2022,5.1,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO RVM MAX LTDA," 07.822.477/0001-00","RODOVIA SP 340  , KM  159,9",S/N,,MARIA BEATRIZ,13803-070,GASOLINA,08/12/2022,5,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO GERLIN LTDA," 08.772.237/0001-00",AVENIDA PEDRO BOTESI,798,,TUCURA,13806-019,ETANOL,08/12/2022,4.1,,R$ / litro,IPIRANGA
SE,SP,MOGI MIRIM,AUTO POSTO GERLIN LTDA," 08.772.237/0001-00",AVENIDA PEDRO BOTESI,798,,TUCURA,13806-019,GASOLINA,08/12/2022,5.2,,R$ / litro,IPIRANGA
SE,SP,MOGI MIRIM,AUTO POSTO MANAH DE MOGI MIRIM LTDA.," 07.590.777/0001-00",AVENIDA PEDRO BOTESI,2600,,TUCURA,13806-635,ETANOL,08/12/2022,4,,R$ / litro,IPIRANGA
SE,SP,MOGI MIRIM,AUTO POSTO MANAH DE MOGI MIRIM LTDA.," 07.590.777/0001-00",AVENIDA PEDRO BOTESI,2600,,TUCURA,13806-635,GASOLINA ADITIVADA,08/12/2022,5.3,,R$ / litro,IPIRANGA
SE,SP,MOGI MIRIM,AUTO POSTO MANAH DE MOGI MIRIM LTDA.," 07.590.777/0001-00",AVENIDA PEDRO BOTESI,2600,,TUCURA,13806-635,GASOLINA,08/12/2022,5.1,,R$ / litro,IPIRANGA
SE,SP,MOGI MIRIM,AUTO POSTO BRASIL GAS MOGI LTDA," 07.461.912/0001-00",AVENIDA JUSCELINO KUBITSCHEK,2200,,JARDIM INOCOOP,13800-002,ETANOL,08/12/2022,3.5,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO BRASIL GAS MOGI LTDA," 07.461.912/0001-00",AVENIDA JUSCELINO KUBITSCHEK,2200,,JARDIM INOCOOP,13800-002,GASOLINA,08/12/2022,4.4,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,AUTO POSTO GUAÇU MIRIM LTDA," 58.861.238/0001-91",RUA PADRE ROQUE,2348,,CENTRO,13800-207,ETANOL,08/12/2022,4,,R$ / litro,TAURUS
SE,SP,MOGI MIRIM,AUTO POSTO GUAÇU MIRIM LTDA," 58.861.238/0001-91",RUA PADRE ROQUE,2348,,CENTRO,13800-207,GASOLINA,08/12/2022,5.1,,R$ / litro,TAURUS
SE,SP,MOGI MIRIM,AUTO POSTO EVOLUCAO LTDA," 53.977.773/0001-99",AVENIDA BRASIL,44,,CENTRO,13800-024,ETANOL,08/12/2022,4,,R$ / litro,RAIZEN
SE,SP,MOGI MIRIM,AUTO POSTO EVOLUCAO LTDA," 53.977.773/0001-99",AVENIDA BRASIL,44,,CENTRO,13800-024,GASOLINA ADITIVADA,08/12/2022,4.9,,R$ / litro,RAIZEN
SE,SP,MOGI MIRIM,AUTO POSTO EVOLUCAO LTDA," 53.977.773/0001-99",AVENIDA BRASIL,44,,CENTRO,13800-024,GASOLINA,08/12/2022,4.9,,R$ / litro,RAIZEN
SE,SP,MOGI MIRIM,SUPER POSTO IRMAOS ZORZETTO LTDA," 48.836.860/0001-96",RODOVIA MOJI MIRIM/AGUAS DA PRATA,S/N,KM 51,SANTA CRUZ,13800-970,ETANOL,08/12/2022,3.5,,R$ / litro,BRANCA
SE,SP,MOGI MIRIM,SUPER POSTO IRMAOS ZORZETTO LTDA," 48.836.860/0001-96",RODOVIA MOJI MIRIM/AGUAS DA PRATA,S/N,KM 51,SANTA CRUZ,13800-970,GASOLINA,08/12/2022,4.4,,R$ / litro,BRANCA
SE,SP,PAULINIA,AUTO POSTO DE SERVICOS MASTER LTDA," 05.975.582/0001-45",AVENIDA ANTONIO BATISTA PIVA,7,,VL.JOSE P. NOGUEIRA,13140-031,ETANOL,07/12/2022,3.5,,R$ / litro,BRANCA
SE,SP,PAULINIA,AUTO POSTO DE SERVICOS MASTER LTDA," 05.975.582/0001-45",AVENIDA ANTONIO BATISTA PIVA,7,,VL.JOSE P. NOGUEIRA,13140-031,GASOLINA,07/12/2022,4.5,,R$ / litro,BRANCA
SE,SP,PAULINIA,AUTO POSTO KRON LTDA," 09.479.333/0001-10",PRAÇA VINTE E OITO DE FEVEREIRO,41,,NOVA PAULINIA,13140-031,ETANOL,07/12/2022,3.7,,R$ / litro,VIBRA ENERGIA
SE,SP,PAULINIA,AUTO POSTO KRON LTDA," 09.479.333/0001-10",PRAÇA VINTE E OITO DE FEVEREIRO,41,,NOVA PAULINIA,13140-031,GASOLINA ADITIVADA,07/12/2022,4.9,,R$ / litro,VIBRA ENERGIA
SE,SP,PAULINIA,AUTO POSTO KRON LTDA," 09.479.333/0001-10",PRAÇA VINTE E OITO DE FEVEREIRO,41,,NOVA PAULINIA,13140-031,GASOLINA,07/12/2022,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,PAULINIA,A.M.S. AUTO POSTO LTDA," 03.446.890/0001-58",AVENIDA ANTONIO BAPTISTA PIVA,204,CH. REC. STA CATARINA,V. JOSE P. NOGUEIRA,13140-031,ETANOL,07/12/2022,3.5,,R$ / litro,BRANCA
SE,SP,PAULINIA,A.M.S. AUTO POSTO LTDA," 03.446.890/0001-58",AVENIDA ANTONIO BAPTISTA PIVA,204,CH. REC. STA CATARINA,V. JOSE P. NOGUEIRA,13140-031,GASOLINA ADITIVADA,07/12/2022,4.5,,R$ / litro,BRANCA
SE,SP,PAULINIA,A.M.S. AUTO POSTO LTDA," 03.446.890/0001-58",AVENIDA ANTONIO BAPTISTA PIVA,204,CH. REC. STA CATARINA,V. JOSE P. NOGUEIRA,13140-031,GASOLINA,07/12/2022,4.5,,R$ / litro,BRANCA
SE,SP,PAULINIA,AUTO POSTO FANTINATO LTDA," 46.109.468/0001-10",AVENIDA JOSE PAULINO,1640,,NOVA PAULINIA,13140-000,ETANOL,07/12/2022,3.7,,R$ / litro,RAIZEN
SE,SP,PAULINIA,AUTO POSTO FANTINATO LTDA," 46.109.468/0001-10",AVENIDA JOSE PAULINO,1640,,NOVA PAULINIA,13140-000,GASOLINA ADITIVADA,07/12/2022,5.2,,R$ / litro,RAIZEN
SE,SP,PAULINIA,AUTO POSTO FANTINATO LTDA," 46.109.468/0001-10",AVENIDA JOSE PAULINO,1640,,NOVA PAULINIA,13140-000,GASOLINA,07/12/2022,4.8,,R$ / litro,RAIZEN
SE,SP,PAULINIA,POSTO JARDIM EUROPA DE PAULINIA LTDA," 02.804.930/0001-23",AVENIDA JOSE PAULINO,3082,,JARDIM EUROPA,13140-031,ETANOL,07/12/2022,3.7,,R$ / litro,VIBRA ENERGIA
SE,SP,PAULINIA,POSTO JARDIM EUROPA DE PAULINIA LTDA," 02.804.930/0001-23",AVENIDA JOSE PAULINO,3082,,JARDIM EUROPA,13140-031,GASOLINA ADITIVADA,07/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,PAULINIA,POSTO JARDIM EUROPA DE PAULINIA LTDA," 02.804.930/0001-23",AVENIDA JOSE PAULINO,3082,,JARDIM EUROPA,13140-031,GASOLINA,07/12/2022,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,PIRACICABA,COMERCIAL DE COMBUSTIVEIS US LTDA," 05.921.809/0001-70",RUA JOAO EUGENIO PIEDADE,730,,VILA BESSI,13411-090,GASOLINA ADITIVADA,08/12/2022,5,,R$ / litro,VIBRA ENERGIA
SE,SP,PIRACICABA,COMERCIAL DE COMBUSTIVEIS US LTDA," 05.921.809/0001-70",RUA JOAO EUGENIO PIEDADE,730,,VILA BESSI,13411-090,GASOLINA,08/12/2022,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,PIRACICABA,AUTO POSTO 100 DE PIRACICABA LTDA," 05.416.077/0001-60",AVENIDA PIRACICAMIRIM,2766,,PIRACICAMIRIM,13417-780,ETANOL,08/12/2022,3.6,,R$ / litro,ALESAT
SE,SP,PIRACICABA,AUTO POSTO 100 DE PIRACICABA LTDA," 05.416.077/0001-60",AVENIDA PIRACICAMIRIM,2766,,PIRACICAMIRIM,13417-780,GASOLINA,08/12/2022,4.7,,R$ / litro,ALESAT
SE,SP,PIRACICABA,AGUA BRANCA COMBUSTIVEIS E SERVICOS LTDA," 05.550.018/0001-80",AVENIDA AGUA BRANCA,500,,HIGIENOPOLIS,13424-360,ETANOL,08/12/2022,3.8,,R$ / litro,RAIZEN
SE,SP,PIRACICABA,AGUA BRANCA COMBUSTIVEIS E SERVICOS LTDA," 05.550.018/0001-80",AVENIDA AGUA BRANCA,500,,HIGIENOPOLIS,13424-360,GASOLINA ADITIVADA,08/12/2022,5.3,,R$ / litro,RAIZEN
SE,SP,PIRACICABA,AGUA BRANCA COMBUSTIVEIS E SERVICOS LTDA," 05.550.018/0001-80",AVENIDA AGUA BRANCA,500,,HIGIENOPOLIS,13424-360,GASOLINA,08/12/2022,5,,R$ / litro,RAIZEN
